iter:  7000.0 , lambda:  1 , alpha:  0.325 , kernel: rbf method:  cobyla , catol:  0.001 , initiator:  1e-05
c_init:  [4.61210947e-07 1.54633456e-06 2.19932822e-06 ... 5.61520195e-07
 7.17752571e-06 3.05347832e-06]
loss:  722.0532058909365
loss:  660.9882577339797
loss:  635.30753944469
loss:  675.9927170050217
loss:  664.1090116645383
loss:  668.9682208094614
loss:  687.4023962109446
loss:  682.5352354507663
loss:  642.5544436001245
loss:  636.4320785960973
loss:  682.6611000160261
loss:  636.2442295888857
loss:  685.4963174698684
loss:  667.3613906850813
loss:  659.6823556122766
loss:  675.2956920966925
loss:  648.6553751541774
loss:  686.8644852158435
loss:  686.5907696925132
loss:  683.5432648645889
loss:  676.9646645350085
loss:  682.6099066299336
loss:  637.39687782653
loss:  635.5094517470827
loss:  681.1294634670193
loss:  686.5393959929983
loss:  643.4937449525856
loss:  675.9370901311199
loss:  642.5785691384247
loss:  687.0198088779384
loss:  665.9575223236501
loss:  676.3020713678931
loss:  679.1332240300088
loss:  668.9609382508376
loss:  676.0790649703836
loss:  641.64638258594
loss:  636.2300426208677
loss:  669.8134613352546
loss:  636.7684020093773
loss:  681.6793957720446
loss:  641.0420053957613
loss:  683.5906220386008
loss:  659.6869672949836
loss:  672.4754023524504
loss:  689.9463514356194
loss:  687.5878776410177
loss:  680.4287607594117
loss:  670.3378231425698
loss:  680.4727147374706
loss:  658.4784549536919
loss:  677.3357773233989
loss:  682.3567030441917
loss:  678.0647246837008
loss:  686.8291439709737
loss:  657.2394063283066
loss:  635.343922074267
loss:  636.6326654138436
loss:  679.5352422447044
loss:  682.3209678423485
loss:  683.1746474905677
loss:  652.3146103256436
loss:  638.9666468618706
loss:  635.6030983195293
loss:  682.0562348718004
loss:  686.3002761792815
loss:  647.6082252320023
loss:  635.8318030857772
loss:  684.8500822315516
loss:  685.1792627944639
loss:  686.6233313795668
loss:  678.8929990578024
loss:  685.4190362347143
loss:  668.1034568656027
loss:  685.5872115312437
loss:  677.3636496328185
loss:  680.4991631902219
loss:  638.1928588632819
loss:  659.1914032680662
loss:  688.1505164679904
loss:  675.7003550961356
loss:  687.0503455618355
loss:  683.8031632743224
loss:  653.3974866531096
loss:  641.4834474656635
loss:  686.887506253417
loss:  685.9937050005221
loss:  636.3742549342408
loss:  688.3879426440487
loss:  684.3708913787766
loss:  681.8116975081385
loss:  674.5312178949338
loss:  686.7204101154509
loss:  649.5882132603108
loss:  657.7401166850304
loss:  689.5032485153715
loss:  653.4067844085081
loss:  677.4406737820094
loss:  685.2354794273165
loss:  682.8026298675032
loss:  683.5671479328843
loss:  681.4753744232473
loss:  665.7675671858165
loss:  683.6300278307084
loss:  635.8641608838244
loss:  671.4351412431472
loss:  685.4870354813711
loss:  658.172139318712
loss:  682.7944665149357
loss:  687.2380515936162
loss:  688.5184960363297
loss:  674.1193779823094
loss:  681.5956373364558
loss:  641.632516808251
loss:  677.3231259113953
loss:  674.2207189367062
loss:  683.671850672851
loss:  683.1667168200852
loss:  681.692096718448
loss:  673.7758179115887
loss:  686.886159820624
loss:  671.4609904356354
loss:  669.1832793676514
loss:  680.757180475788
loss:  650.2350319933898
loss:  654.8891429898365
loss:  687.2327813213806
loss:  689.3871634122038
loss:  685.4154459149055
loss:  678.8397869136464
loss:  673.0323319375433
loss:  673.7128646015234
loss:  664.1517109204991
loss:  664.9574333133254
loss:  670.6131631310707
loss:  690.0191612610499
loss:  642.8149158274148
loss:  685.4814924676556
loss:  679.136005589286
loss:  643.5032111083138
loss:  679.9688649364397
loss:  675.2877752301328
loss:  651.969454321244
loss:  671.5199402408986
loss:  681.6861831489198
loss:  680.5996215028482
loss:  673.6012299164823
loss:  682.4375592874273
loss:  670.9485880980054
loss:  684.1079461343055
loss:  687.2722802553562
loss:  674.4467262559987
loss:  660.3787933982517
loss:  687.7443383176856
loss:  679.1231841223229
loss:  651.9937676130542
loss:  684.7327036738717
loss:  676.8444353809454
loss:  674.5067391955647
loss:  679.4580052003628
loss:  684.3798397565715
loss:  671.437065216035
loss:  683.2189880218414
loss:  687.396415198621
loss:  664.9537454049488
loss:  658.2369017591733
loss:  684.4635143234455
loss:  679.9488944405683
loss:  639.3380765799313
loss:  681.6423286470937
loss:  667.5583024324299
loss:  654.3485057860655
loss:  686.2343824069758
loss:  678.0066295837919
loss:  688.7994799686595
loss:  658.7705192495848
loss:  681.6616660220408
loss:  635.0791662213251
loss:  617.6015422178983
loss:  659.8719220604031
loss:  627.4271343425725
loss:  665.28926190662
loss:  637.6969799753346
loss:  652.6738802140226
loss:  674.4142496851539
loss:  637.6829915941767
loss:  672.9811362247336
loss:  659.0582654515252
loss:  661.4604835370749
loss:  628.9918506168201
loss:  649.317849560804
loss:  659.8675836383927
loss:  655.5074242672146
loss:  657.2667091319219
loss:  658.1321562240407
loss:  638.2232631505942
loss:  614.2064316663177
loss:  603.5142731263477
loss:  603.3839607010475
loss:  659.2435649062021
loss:  641.6301605477223
loss:  637.5223331396134
loss:  662.7911362247445
loss:  638.4737742996895
loss:  647.5897954218331
loss:  621.1790211619434
loss:  610.4911739598429
loss:  620.9975938968079
loss:  654.6302621632652
loss:  646.294550755635
loss:  634.1813508663771
loss:  632.97351474059
loss:  640.1305215045973
loss:  618.477268656156
loss:  606.0474412460436
loss:  656.1368745541553
loss:  643.6748805991413
loss:  655.3580105805895
loss:  623.4472728503946
loss:  604.2068238406586
loss:  658.8826831518479
loss:  605.1316131859255
loss:  653.1250012535845
loss:  604.4365711737311
loss:  664.1231509803343
loss:  625.8900089685357
loss:  661.5693658579875
loss:  600.9998409846395
loss:  588.3145395308608
loss:  654.1613105859882
loss:  626.4512213070303
loss:  648.8820740634791
loss:  649.731461951999
loss:  627.5272813606724
loss:  594.1563499490185
loss:  624.2073135878329
loss:  628.6904582756067
loss:  627.5529253107447
loss:  597.7296306961231
loss:  579.5911479209096
loss:  557.5689012165598
loss:  588.8727834932922
loss:  615.207396157774
loss:  610.7848009199042
loss:  603.4967294264437
loss:  576.1828397220396
loss:  577.6549580070953
loss:  626.6379089182523
loss:  581.325556388216
loss:  613.8055510428652
loss:  595.0335820869338
loss:  612.7527530709103
loss:  631.3188586723882
loss:  624.5531565613177
loss:  599.3773164606082
loss:  549.3446747127564
loss:  561.8215671658567
loss:  505.3017299744437
loss:  517.226395587139
loss:  559.1645855322495
loss:  511.0643920987969
loss:  551.5641899139273
loss:  550.0133286512754
loss:  526.3245787643726
loss:  565.7018948419433
loss:  560.8019156001827
loss:  570.2744888745965
loss:  501.4933606863076
loss:  502.2198391788881
loss:  493.5368948286267
loss:  497.8667900196363
loss:  538.3746464568899
loss:  544.4983431952744
loss:  561.705059232748
loss:  558.410170277189
loss:  512.3244039352803
loss:  513.3125623686902
loss:  557.2962170527825
loss:  499.82692906138607
loss:  499.6478035766066
loss:  517.5047890608406
loss:  556.2958896861714
loss:  544.6023857052467
loss:  491.0010407065803
loss:  536.4916975661008
loss:  486.54743380175324
loss:  494.3932098385403
loss:  520.3802926647545
loss:  492.7462958535682
loss:  529.8612012044647
