iter:  7000.0 , lambda:  1 , alpha:  0.775 , kernel: rbf method:  cobyla , catol:  0.001 , initiator:  1e-05
c_init:  [9.50448164e-07 3.43538421e-06 2.41009645e-07 ... 7.66770783e-06
 5.61257110e-06 2.36288463e-06]
loss:  1721.7398523017116
loss:  1575.4070199253729
loss:  1514.975840611571
loss:  1609.962165222064
loss:  1581.6589403216772
loss:  1593.209607529296
loss:  1637.5852296232201
loss:  1625.6266279591323
loss:  1529.1695029235088
loss:  1516.9653001071722
loss:  1625.9702697905134
loss:  1516.5152269740101
loss:  1632.819486884542
loss:  1589.4799426126513
loss:  1571.2171653643916
loss:  1608.296433714205
loss:  1543.5679538123586
loss:  1636.1952705932592
loss:  1635.8718540560096
loss:  1628.0536127447224
loss:  1612.3143661825097
loss:  1625.834207700343
loss:  1519.2670455416082
loss:  1514.7646214758445
loss:  1621.027891702644
loss:  1634.149061050799
loss:  1531.323267850307
loss:  1608.6021304770034
loss:  1529.1713539446002
loss:  1635.3613898191054
loss:  1584.8886235450427
loss:  1610.0780548683358
loss:  1616.3759253308474
loss:  1591.964982307636
loss:  1609.7789092935197
loss:  1529.2778887327129
loss:  1516.2549478746093
loss:  1593.9940896381977
loss:  1515.3028819011715
loss:  1622.3484660462134
loss:  1527.8105406126406
loss:  1626.9643152064355
loss:  1570.0031381832382
loss:  1600.6181125937762
loss:  1642.4569446867115
loss:  1637.3065008831616
loss:  1619.4020628394385
loss:  1595.2722428549641
loss:  1619.500653294814
loss:  1567.2094601794242
loss:  1611.9453727665075
loss:  1623.9873050304489
loss:  1613.6777867392586
loss:  1635.1959688511254
loss:  1563.7639287663671
loss:  1512.0129334951434
loss:  1517.310021476679
loss:  1470.9844814161543
loss:  1587.1615210158172
loss:  1591.9758752301004
loss:  1502.296869279673
loss:  1479.5006517008126
loss:  1471.557805114699
loss:  1589.4475348863264
loss:  1608.6132672586768
loss:  1476.5050625110537
loss:  1471.2272127064002
loss:  1595.8580245227106
loss:  1596.993843272548
loss:  1602.6640431287599
loss:  1576.9302112919563
loss:  1598.0484815100672
loss:  1544.7686416917659
loss:  1605.875348034961
loss:  1572.0085485927898
loss:  1581.86354160656
loss:  1477.517704018803
loss:  1509.9199411502448
loss:  1616.363248024615
loss:  1578.7689786672
loss:  1605.8380530440402
loss:  1593.5066199526539
loss:  1492.0834739501877
loss:  1486.2873755745811
loss:  1604.1114721976192
loss:  1600.2136550645878
loss:  1472.3877361266616
loss:  1614.035037793762
loss:  1594.4431372101812
loss:  1585.7442879157013
loss:  1563.6424639494296
loss:  1603.2875707579637
loss:  1481.367545044531
loss:  1505.1813154390145
loss:  1617.4013364110597
loss:  1492.1109237822418
loss:  1572.140272294891
loss:  1602.0195430483095
loss:  1588.7624794804437
loss:  1591.2876472159096
loss:  1586.0868666511597
loss:  1538.1784560424862
loss:  1591.565888265954
loss:  1443.4762098455622
loss:  1386.3690399988423
loss:  1523.7775034782242
loss:  1424.3122830501593
loss:  1509.9839157579477
loss:  1536.3429508895053
loss:  1537.7191189608252
loss:  1477.6821366599165
loss:  1505.2669821173401
loss:  1402.6490624147025
loss:  1487.9404927723172
loss:  1479.3356453274348
loss:  1532.2053939126347
loss:  1511.9406390953172
