iter:  7000.0 , lambda:  1 , alpha:  1.0 , kernel: rbf method:  cobyla , catol:  0.001 , initiator:  1e-05
c_init:  [6.19153627e-06 8.02731687e-06 1.07333612e-06 ... 7.11669698e-07
 8.22041961e-06 6.83782746e-06]
loss:  2214.946832443491
loss:  2034.4398098147376
loss:  1994.316909734453
loss:  2164.987995340616
loss:  2020.134110804322
loss:  2141.5498370104833
loss:  2122.8717195555964
loss:  1995.6639726972514
loss:  2157.9326572329096
loss:  1998.4143398414117
loss:  2143.1863276230374
loss:  2027.0513228657128
loss:  2120.8079545331793
loss:  2142.924568777755
loss:  2126.778618874323
loss:  2156.2393401109
loss:  2014.7910190415582
loss:  2095.6904598580377
loss:  2138.5557972330926
loss:  2122.7412004607863
loss:  2146.5119008322
loss:  2131.28068388095
loss:  2089.2997715326283
loss:  1996.743510422561
loss:  2001.77669371994
loss:  2146.4577528982995
loss:  2025.9346805698303
loss:  2006.4998024309255
loss:  2158.9180449353225
loss:  1997.3691975901684
loss:  2156.246482964628
loss:  2006.8484239513798
loss:  2155.5034111254686
loss:  2015.1299214207324
loss:  2156.744550253793
loss:  2141.6170146858603
loss:  2035.1459726558976
loss:  2165.523730565828
loss:  2124.8302633854087
loss:  2152.969060576316
loss:  2131.2896765332466
loss:  2143.60559812623
loss:  2126.299079816611
loss:  2159.288234660723
loss:  2134.796136214608
loss:  2155.1701210186216
loss:  2154.9579852210372
loss:  2152.629231014517
loss:  2154.4549420025514
loss:  2023.3145113895112
loss:  2108.667080007474
loss:  2119.3191873911283
loss:  1994.3809587267863
loss:  2161.3798204901423
loss:  1998.689440335547
loss:  2000.799164087278
loss:  2151.8780352057174
loss:  2143.24540873982
loss:  2004.131958473514
loss:  2134.313847261644
loss:  2130.715339948534
loss:  2015.0865573143049
loss:  2156.2735925129837
loss:  2142.9345356038207
loss:  2140.2663545492787
loss:  2140.2004227574735
loss:  1998.0983110912048
loss:  2158.515932684289
loss:  2155.585242646341
loss:  2003.4278865784836
loss:  1993.0186007737966
loss:  1962.6864106250616
loss:  1999.3070703447709
loss:  1894.874903761186
loss:  1921.377200619195
loss:  1941.2086353415605
loss:  1848.845055514482
loss:  1983.2986060025082
loss:  1846.9991508385383
loss:  1811.1738041533063
loss:  1838.5648692240682
loss:  1828.0396347547512
