iter:  7000.0 , lambda:  1 , alpha:  0.12 , kernel: rbf method:  cobyla , catol:  0.001 , initiator:  1e-05
c_init:  [9.42248229e-06 6.02018547e-06 7.68290319e-06 ... 3.67490223e-07
 9.84391363e-06 6.48007430e-06]
loss:  266.62641883468274
loss:  244.38531051042767
loss:  234.576174675201
loss:  250.53965591082007
loss:  246.13519291532702
loss:  247.94627843425204
loss:  254.56474932936726
loss:  252.9271101680442
loss:  238.61550946957277
loss:  235.3067410552189
loss:  252.9539082336801
loss:  235.23751234648296
loss:  253.96090990058659
loss:  247.30672268592045
loss:  244.44863057207357
loss:  250.28386812304925
loss:  240.93589676972255
loss:  254.41479196650698
loss:  254.16417022963057
loss:  253.28881424963038
loss:  250.88279930765916
loss:  252.9413603194405
loss:  235.662899230498
loss:  234.96610253539572
loss:  252.40991521452145
loss:  254.31360499850567
loss:  238.97357564244706
loss:  250.5141010095644
loss:  238.62428454867845
loss:  254.4633736053614
loss:  246.79157931099365
loss:  250.3908350458424
loss:  251.62320291507285
loss:  247.94448942587377
loss:  250.21668647571045
loss:  237.2317384987183
loss:  235.23227722812712
loss:  248.26021976606597
loss:  236.48115369305043
loss:  252.6089485259406
loss:  237.00861186933037
loss:  253.2892319895614
loss:  244.45152425691583
loss:  249.1154976763593
loss:  255.50409508495687
loss:  254.45548681361382
loss:  252.1296150180328
loss:  248.43474593077957
loss:  252.1485966092446
loss:  243.96772456539998
loss:  251.026330286059
loss:  252.85587957236666
loss:  251.29765398217515
loss:  254.275638864352
loss:  244.18135125310428
loss:  235.91558959855456
loss:  235.38096173580334
loss:  251.76342391960986
loss:  252.84027300072333
loss:  253.13834913096767
loss:  241.62781346315137
loss:  236.24243201538906
loss:  235.0006893246245
loss:  252.62450675781952
loss:  254.04504623120897
loss:  240.61201621563953
loss:  235.08517321186537
loss:  253.7327076474168
loss:  253.85171594791998
loss:  254.3436296108385
loss:  251.5580237142135
loss:  253.92855716934164
loss:  247.61228020421274
loss:  253.79258644761296
loss:  251.03822949294212
loss:  252.18854145409907
loss:  235.95690389731908
loss:  244.94855650909537
loss:  254.73701358129833
loss:  250.17479334634064
loss:  254.44912270913318
loss:  253.31159454515608
loss:  242.74290150118765
loss:  237.1715781614667
loss:  254.42407933061386
loss:  254.12944346680365
loss:  235.28553484715619
loss:  254.8477935314376
loss:  253.5522292263214
loss:  252.64373013453428
loss:  250.00281762453662
loss:  254.37137635988142
loss:  241.29466276054836
loss:  244.3964664457117
loss:  255.27167498051446
loss:  242.74699163363218
loss:  251.07004719794207
loss:  253.72440591379808
loss:  253.01135585065316
loss:  253.28950139392086
loss:  252.53105930072542
loss:  246.74929189602727
loss:  253.30635192139877
loss:  236.1308432077455
loss:  248.85017139153433
loss:  253.95781933869677
loss:  243.8905722615643
loss:  253.01644642622946
loss:  254.53448112052388
loss:  255.0508273221917
loss:  249.8399486539482
loss:  252.57348775615804
loss:  237.22661656740007
loss:  251.0255527418256
loss:  249.86304732450242
loss:  253.11165902043618
loss:  253.14215845189565
loss:  252.61513554077874
loss:  249.72437826503588
loss:  254.42326520241159
loss:  248.86049711197927
loss:  248.02490517103985
loss:  252.1456276443951
loss:  241.61032896725166
loss:  242.64104983586293
loss:  254.46942550474344
loss:  255.3262367129438
loss:  253.92723564672482
loss:  251.58065471559982
loss:  248.92645674527967
loss:  249.69629776192545
loss:  246.15025852511562
loss:  246.44905161630282
loss:  248.5042497362332
loss:  255.49948025389395
loss:  237.66303484990868
loss:  253.9537788342384
loss:  251.24808596127713
loss:  237.91716323582588
loss:  251.99085559414897
loss:  250.2805834593581
loss:  242.20006726472843
loss:  248.8916723748435
loss:  252.61145649994
loss:  252.06195466843704
loss:  249.65954419162622
loss:  252.7464015659561
loss:  248.67808609447076
loss:  253.48091260513212
loss:  254.52716340620654
loss:  249.87800543753903
loss:  245.39862447919094
loss:  254.77378512378684
loss:  251.61932584570047
loss:  242.23517828414703
loss:  253.3912983514673
loss:  250.83486455913197
loss:  249.99188721123613
loss:  251.8057421588015
loss:  253.12989976172227
loss:  248.86125300041283
loss:  253.1616136780476
loss:  254.5414766789705
loss:  246.4478655517001
loss:  243.90906353416318
loss:  253.60147007564308
loss:  251.96054322800526
loss:  236.37950989181272
loss:  252.5924736472591
loss:  247.42247683314395
loss:  242.39857368375516
loss:  254.23292971689878
loss:  251.2710423166675
loss:  255.08703795386992
loss:  244.78720347700406
loss:  252.60292030766414
loss:  235.86420999871982
loss:  251.79460509885703
loss:  251.05757031384846
loss:  242.9662591926407
loss:  252.57673441270637
loss:  244.17746569340233
loss:  248.85741404686618
loss:  253.3346454676276
loss:  244.17469450166894
loss:  254.30652913647376
loss:  250.8190164900955
loss:  251.50735863217236
loss:  243.44477327200192
loss:  247.8940897686503
loss:  251.05142314649498
loss:  249.74348468743815
loss:  250.27769723181672
loss:  249.868673170996
loss:  244.364803844748
loss:  238.62563060143796
loss:  252.6117263163167
loss:  235.03847031368983
loss:  254.17382556976293
loss:  250.54405208088065
loss:  249.47574719114309
loss:  252.32133331802925
loss:  249.7219371219594
loss:  251.99467505194403
loss:  244.2261273659242
loss:  243.20515517505945
loss:  244.44968457345462
loss:  253.49502364575244
loss:  251.259062767518
loss:  248.5591556970032
loss:  248.00455051584942
loss:  250.11496765800752
loss:  245.04107649730298
loss:  236.62558835877968
loss:  253.76505308358222
loss:  251.04961064185073
loss:  253.60199794380776
loss:  245.89601001447753
loss:  235.31873900549152
loss:  254.1988305654614
loss:  241.71327874224417
loss:  249.84799828065235
loss:  235.63209200436654
loss:  254.53904654956534
loss:  246.15193300256112
loss:  254.46283300088925
loss:  240.41795615073002
loss:  252.14493288619232
loss:  253.97722416407203
loss:  250.28280136761575
loss:  254.28687744791694
loss:  254.5298015033361
loss:  250.54693426673455
loss:  240.89167401386925
loss:  249.69876046148337
loss:  250.7926763331321
loss:  250.5434551620901
loss:  237.8665915553931
loss:  238.9931075000412
loss:  248.55743933956134
loss:  248.55780697936632
loss:  253.95349260820117
loss:  253.14571829813352
loss:  250.97937988833505
loss:  245.37917622327745
loss:  245.51160054059469
loss:  254.19661012963942
loss:  246.74607626067152
loss:  253.12871829252188
loss:  250.00707520633546
loss:  253.458037162194
loss:  255.3579584702912
loss:  254.9130912665492
loss:  250.33280380298768
loss:  240.66390746364422
loss:  254.89476152908114
loss:  243.44598339857825
loss:  244.73803192173133
loss:  252.99319910730162
loss:  241.51542677933605
loss:  252.20878585943203
loss:  251.95074858682958
loss:  245.37150052653428
loss:  254.2066700173626
loss:  253.598546903665
loss:  254.45298170744036
loss:  240.20252467384262
loss:  235.03715535693973
loss:  253.5991432776407
loss:  236.37479269070124
loss:  251.74123734192142
loss:  252.6699105739839
loss:  255.0222084112822
loss:  254.65588218635673
loss:  245.37182220392833
loss:  245.4978516928548
loss:  254.31619318888252
loss:  237.01725917165496
loss:  236.95245754849984
loss:  246.25569134893163
loss:  254.50115975245336
loss:  252.78882289202136
loss:  239.8134917881271
loss:  240.00687399965662
loss:  253.31016497500678
loss:  244.60741587205624
loss:  248.8463682307028
loss:  236.92420755702403
loss:  247.09705462804618
loss:  246.00996920835723
loss:  253.8177414345945
loss:  245.26485531931564
loss:  250.7713909462861
loss:  252.47538732494712
loss:  250.0785189042528
loss:  251.90042955471296
loss:  235.0922114915676
loss:  251.78821802525994
loss:  239.97920852988204
loss:  250.24197100595055
loss:  253.69947724940167
loss:  242.3004678093094
loss:  244.1715393840061
loss:  235.56833320854503
loss:  234.50799968215543
loss:  227.40166770629932
loss:  244.2028310583645
loss:  234.0315196779098
loss:  245.02829645540703
loss:  229.94676298693062
loss:  249.1673033137609
loss:  248.67842941539988
loss:  228.80484469228634
loss:  244.43481840043668
loss:  245.3008284155252
loss:  243.58027973473438
loss:  237.89666311278052
loss:  244.06594412392926
loss:  238.77877980117162
loss:  228.4386563786091
loss:  249.069910534556
loss:  236.86776531447876
loss:  245.59120752284474
loss:  248.43508220138176
loss:  242.86956399140396
loss:  247.3037550594622
loss:  240.81066689304296
loss:  243.8140115417753
loss:  236.74931476538458
loss:  224.42538044345523
loss:  223.1334098739898
loss:  223.48088408069586
loss:  221.87786575689634
loss:  213.14857706456084
loss:  214.64882422652167
loss:  234.96422013582537
loss:  223.89460228677376
loss:  220.8842509229284
loss:  212.02409794870744
loss:  199.8073972827763
loss:  215.671543208066
loss:  216.17407109314664
loss:  222.34717098711337
loss:  221.7969931567865
loss:  215.22783141268022
loss:  204.81220684638475
loss:  219.15177723630018
loss:  219.34482204674262
loss:  222.19381134709064
loss:  199.40486112862774
loss:  223.07796123363
loss:  212.1762598070338
loss:  217.29024651969817
loss:  219.96300694568777
loss:  216.33358233610505
loss:  213.12775840641268
loss:  222.58485013547494
loss:  230.52080355213374
loss:  218.50897959024653
loss:  222.54536936077358
loss:  230.68661739500365
loss:  223.86125889516498
loss:  179.30697192174168
loss:  197.62841319581773
loss:  198.3504981005646
loss:  182.44129592000348
loss:  183.4463789492136
loss:  204.63862772790975
loss:  182.73604055462454
loss:  185.83218171807664
loss:  203.25261240083378
loss:  197.08785376886752
loss:  195.14877512236055
loss:  182.6569545481498
loss:  194.63916873711466
loss:  200.51353875212234
loss:  185.42912537770582
loss:  208.31729764080146
loss:  181.65834089420548
loss:  188.5842760435537
loss:  205.7169533115504
loss:  191.11322754469657
loss:  179.74958763137047
loss:  192.11744915886126
loss:  180.08651425900908
loss:  203.681544544547
loss:  198.05427909555186
loss:  195.46328187613491
loss:  192.20189238071714
loss:  200.2007853809338
loss:  181.01591946529882
loss:  188.54301982615362
loss:  185.06803467543273
loss:  199.12215260938967
loss:  195.65013470503987
loss:  180.65460026669632
loss:  188.6969294764795
loss:  189.5700545427316
loss:  195.12870753941684
loss:  201.99249650176858
loss:  191.35171934920422
loss:  196.60536442866433
loss:  185.99013009695037
loss:  207.57685515721786
loss:  201.6615508495031
loss:  189.5846233122042
loss:  206.55206830449401
loss:  191.28812164475605
loss:  170.9165808010148
loss:  171.73686144010685
loss:  189.50729939933336
loss:  167.99915688159106
loss:  170.86017282352236
loss:  194.07289058642053
loss:  167.39551719441286
loss:  158.92649273355096
loss:  154.94254063940198
loss:  182.68915509881376
loss:  157.19088363822783
loss:  178.27152972183313
loss:  144.48729354400385
loss:  171.61486763028236
loss:  159.93817655164983
loss:  148.23870133869391
loss:  142.64977909475468
loss:  127.87737427198749
loss:  151.03503093295598
loss:  149.29061888176452
loss:  139.34505662565533
loss:  151.51916419009387
loss:  128.96793491832474
loss:  151.47425729657272
loss:  137.06314722576332
loss:  148.3960399195591
loss:  143.75945227061683
loss:  137.96501146397955
loss:  151.49366427869705
loss:  144.25024992344922
loss:  149.2412502664764
loss:  154.10271061155174
loss:  153.75787756994413
loss:  148.51623425361532
loss:  128.23827369670468
loss:  151.19904151692626
loss:  137.78217703967715
loss:  128.5845319000439
loss:  152.46220477048007
loss:  147.55385095751907
loss:  147.90996167112405
loss:  150.9741489246984
loss:  130.96339419214684
loss:  143.5920148730832
loss:  144.73373745486643
loss:  147.84269176066815
loss:  149.99691055354785
loss:  130.1599612826479
loss:  141.31174689580067
loss:  155.33429539313266
loss:  131.79261381501956
loss:  126.47640217418841
loss:  116.44676292358436
loss:  118.1375138670353
loss:  118.60788887223792
loss:  122.39227596577689
loss:  127.42213395728072
loss:  131.14260604595773
loss:  128.0248922340115
loss:  118.5264732301832
loss:  130.89473682269528
loss:  125.08819603504608
loss:  126.27074772414363
loss:  126.05439359306388
loss:  126.4590768332018
loss:  130.53985873817726
loss:  128.77476307443544
loss:  135.70283439710113
loss:  124.14816043596483
