iter:  7000.0 , lambda:  1 , alpha:  0.25 , kernel: rbf method:  cobyla , catol:  0.001 , initiator:  1e-05
c_init:  [9.50448164e-07 3.43538421e-06 2.41009645e-07 ... 7.66770783e-06
 5.61257110e-06 2.36288463e-06]
loss:  308436.8399250887
loss:  257830.62471448758
loss:  238825.88558366115
loss:  270774.90208989533
loss:  261338.38631805207
loss:  265180.4383185092
loss:  279913.86653924856
loss:  276027.14662066754
loss:  241574.47507073838
loss:  239051.2221470033
loss:  276121.4489800754
loss:  238909.23762711487
loss:  278403.0137652038
loss:  263891.7863140792
loss:  257849.1037721287
loss:  270217.7521151233
loss:  246074.349812996
loss:  279494.98469023936
loss:  279214.61148892174
loss:  276838.49320626556
loss:  271547.4344973527
loss:  276082.5023336032
loss:  239777.8740452093
loss:  238357.55408422046
loss:  274117.9890387371
loss:  278461.358545966
loss:  241838.84647130096
loss:  269960.83996214345
loss:  241171.12853534543
loss:  278842.85902968404
loss:  262029.021264913
loss:  270167.29814205406
loss:  272493.24404908414
loss:  264419.6613348983
loss:  269964.32882408967
loss:  242545.69911219832
loss:  238425.3643531995
loss:  265094.29286673735
loss:  236794.2188317443
loss:  225186.0854763046
loss:  229019.20981302665
loss:  264705.6202821062
loss:  242442.33518842998
loss:  254587.1852919225
loss:  272479.0906936581
loss:  272170.5200842806
loss:  261546.4468109319
loss:  251819.72545974405
loss:  261568.48575604163
loss:  241567.19017304154
loss:  258363.07306763565
loss:  263485.76776179834
loss:  259041.33836861225
loss:  270140.0065529107
loss:  233284.9829901826
loss:  215086.57960828676
loss:  216321.44749130827
loss:  207734.89986225538
loss:  246859.42223428324
loss:  248708.66395111865
loss:  217561.8119594248
loss:  209973.81380492443
loss:  207820.45341239392
loss:  248364.50665154427
loss:  256425.40615090757
loss:  202167.84462320586
loss:  202552.34527468804
loss:  202074.43300093818
loss:  245639.85514042748
loss:  247843.8385693457
loss:  237999.56503599623
loss:  246066.9468563866
loss:  226687.048920365
loss:  249576.08331102546
loss:  236531.73785765262
loss:  240280.17539846062
loss:  203707.6838670725
loss:  204822.97076381047
loss:  255101.51264859867
loss:  241517.05743045465
loss:  249214.6395524665
loss:  244249.09860358824
loss:  199010.71062708454
loss:  197221.38860315483
loss:  207280.17137207414
loss:  205495.03113928137
loss:  198212.14586354754
loss:  213135.71598897866
loss:  203100.18994676258
loss:  199802.394870628
loss:  192516.62309367477
loss:  240044.28410568152
loss:  180227.60625635105
loss:  216693.43843661563
loss:  199177.77947534336
loss:  211826.33044374225
loss:  177365.45332340818
loss:  225943.6642598791
loss:  217057.73675475095
loss:  218146.27152745286
loss:  215448.79245937616
loss:  197281.37792259426
loss:  218392.7656198025
loss:  153905.40255007692
loss:  148022.52084908506
loss:  190516.94867094935
loss:  159794.8044088574
loss:  185535.59123940187
loss:  195229.12319419192
loss:  195148.88526829885
loss:  175144.7176302858
loss:  184123.9944974383
loss:  154212.65201320962
loss:  178465.97460147433
loss:  175644.36627046124
loss:  194848.7469350921
loss:  186364.3029866691
loss:  184030.66375752154
loss:  174387.32812794266
loss:  194100.75215229587
loss:  172090.69405911377
loss:  169601.18004853665
loss:  187048.17149467187
loss:  138232.1486843854
loss:  120232.24674563284
loss:  165074.86804248646
loss:  165581.3705405246
loss:  158457.42896291084
loss:  149098.04592533247
loss:  156327.66454982312
loss:  143766.8121239949
loss:  134749.9946184162
loss:  135469.9430051007
loss:  141362.4381525269
loss:  168687.33225725163
loss:  125998.3567061608
loss:  158484.65186713962
loss:  162383.64533127422
loss:  126431.66332345856
loss:  150453.80003382213
loss:  145262.75383148735
loss:  113699.33600676907
loss:  103712.44327191888
loss:  133127.7108654672
loss:  136425.6638275773
loss:  124646.08740314678
loss:  138025.59492382692
loss:  122388.38197234906
loss:  136247.83772012446
loss:  143588.5791715427
loss:  127363.73696504018
loss:  107359.7007127672
loss:  141646.10083240288
loss:  131653.97238980324
loss:  99736.68254109098
loss:  111138.78958311792
loss:  93666.92592306358
loss:  113604.51033464662
loss:  118176.05918936823
loss:  137175.8675815439
loss:  110873.84443796004
loss:  122501.2249278584
loss:  131790.00433974783
loss:  105761.29711878036
loss:  101301.32366827641
loss:  124269.8291708023
loss:  119221.28319546225
loss:  95008.98679158956
loss:  120684.14846232817
loss:  107706.78706702641
loss:  99370.91903352947
loss:  126688.82972046228
loss:  116853.72717105676
loss:  132359.90109308058
loss:  97367.52578393447
loss:  120634.81893223358
loss:  83087.03813535535
loss:  79407.78633338986
loss:  101437.83934035272
loss:  76842.58808425962
loss:  74768.92207488095
loss:  83516.59143818711
loss:  91509.25942359694
loss:  111866.6586397411
loss:  83501.09925233919
loss:  106892.05490086034
loss:  95570.36034431489
loss:  97291.79383336524
loss:  73132.99196132373
loss:  63089.491561152165
loss:  82195.26540452363
loss:  79606.36491636474
loss:  80628.25863716926
loss:  81354.80334870836
loss:  71022.12045359053
loss:  58008.071909971775
loss:  55717.066532401805
loss:  55637.86782897202
loss:  80516.77631262933
loss:  71890.57982310826
loss:  70082.83752211265
loss:  83460.14415527027
loss:  70503.70652768885
loss:  74608.09736774195
loss:  63004.795174824736
loss:  55836.12657407279
loss:  62964.36374540764
loss:  78021.42671714899
loss:  74504.53872571848
loss:  68656.72422406416
loss:  68009.80367776615
loss:  71378.11344240306
loss:  58506.0043412642
loss:  53227.47511222338
loss:  74934.70907746973
loss:  69176.80553593994
loss:  74594.49318095917
loss:  61488.13401067419
loss:  53322.26246034675
loss:  76338.60609357663
loss:  55211.65061244457
loss:  74529.01559391599
loss:  53579.62980772673
loss:  79332.46993871873
loss:  61654.73616994615
loss:  77820.47558890993
loss:  53762.52646802693
loss:  71519.53562194208
loss:  80673.37746219302
loss:  67848.25184782773
loss:  77684.08467616858
loss:  78151.18157843678
loss:  68276.04595756582
loss:  55583.488821513776
loss:  66974.42569119191
loss:  68785.83959500969
loss:  68300.67795878593
loss:  55645.78850296047
loss:  52810.1593425237
loss:  43088.948624533936
loss:  54008.52742583764
loss:  62546.5595935008
loss:  61075.664511418836
loss:  58515.11643707781
loss:  50104.783993498124
loss:  50524.98624622697
loss:  66565.4542214957
loss:  51683.50893488426
loss:  61928.82516076702
loss:  55951.74103724854
loss:  61735.73210057227
loss:  68125.96173905933
loss:  65592.40474058867
loss:  57324.12245539664
loss:  44529.01850023001
loss:  65536.85548861063
loss:  48347.476724651264
loss:  49322.228255063084
loss:  61458.966595782724
loss:  45706.508821447715
loss:  59322.098372477674
loss:  58870.613644462384
loss:  49539.01854266524
loss:  63434.50598189644
loss:  62063.03204364388
loss:  64867.00736056829
loss:  43926.79397858472
loss:  42955.35869597658
loss:  61725.3684533766
loss:  43809.13975073702
loss:  58203.23563869887
loss:  59953.87550831754
loss:  65079.62522755604
loss:  64107.63351374316
loss:  49568.18751768067
loss:  49786.13224675689
loss:  63765.60027520935
loss:  44302.2687471082
loss:  44254.651118278976
loss:  50808.44101800396
loss:  63493.437004260624
loss:  60036.439448024765
loss:  44267.505435894884
loss:  44015.033493987794
loss:  61093.698756462974
loss:  48474.25716331845
loss:  54110.87849900488
loss:  44233.58852563364
loss:  56738.33066557757
loss:  50890.2289996057
loss:  62369.10490359885
loss:  49867.32064818021
loss:  56797.06146631015
loss:  59807.69147163202
loss:  55933.1141491764
loss:  59375.30777200557
loss:  42865.906471308845
loss:  62019.5829209803
loss:  44079.82198735396
loss:  55723.70436630378
loss:  61866.64540897296
loss:  46237.41607093783
loss:  48269.05770416517
loss:  43141.71919808851
loss:  40639.985826501994
loss:  39214.26184611699
loss:  49458.85529789827
loss:  37529.042601511916
loss:  38773.17083020539
loss:  37528.45896442302
loss:  41641.87150882815
loss:  41330.0269194688
loss:  58902.80855538574
loss:  39210.878487345515
loss:  39571.30913944447
loss:  38830.91917758131
loss:  39657.883675770514
loss:  38543.48043793377
loss:  37191.14683405544
loss:  37045.57529935991
loss:  49895.4715334173
loss:  42180.68440626563
loss:  46493.10366489921
