iter:  900.0 , lambda:  1 , alpha:  0.4444444444444444 , kernel: rbf method:  cobyla , catol:  0.0001 batches:  100
x_init:  [0.00054578 0.00057289 0.00022123 ... 0.00012405 0.00031816 0.00063907]
loss:  877.7917672303497
loss:  935.81702541438
loss:  934.5243675964858
loss:  937.797657170755
loss:  927.9270048462024
loss:  932.8952342423528
loss:  941.7355083693622
loss:  942.7635884778277
loss:  907.5702429948424
loss:  878.5787969128538
loss:  941.5077885601817
loss:  878.8014656432924
loss:  942.5021764995466
loss:  928.9539703663808
loss:  922.6609988589296
loss:  937.3544322704643
loss:  911.8410592599975
loss:  942.3670580988339
loss:  939.0451544380337
loss:  943.5100033642935
loss:  939.4265460318787
loss:  941.4728155877916
loss:  879.8308808500663
loss:  877.3743458804516
loss:  939.8544402733415
loss:  941.5927709804448
loss:  907.7493393258446
loss:  936.7806113665979
loss:  907.0859937186409
loss:  941.3458847503331
loss:  927.0941427539115
loss:  929.1368081200251
loss:  936.1667566291259
loss:  931.955860808508
loss:  926.9420655642379
loss:  886.0328214700429
loss:  878.3629337847411
loss:  932.5866449381936
loss:  899.9692973684881
loss:  940.1378676411579
loss:  884.3751158444989
loss:  940.9662101681163
loss:  921.7319066472339
loss:  929.3462699821005
loss:  944.6409072289224
loss:  941.5095158128685
loss:  938.3143669624299
loss:  931.3749845810606
loss:  938.3620801110566
loss:  919.5542622342782
loss:  937.6611099618381
loss:  941.8874320382648
loss:  938.1393133625503
loss:  938.7603437141894
loss:  917.2337157837493
loss:  900.0790636081864
loss:  879.0014349150964
loss:  936.2959146645649
loss:  940.4968872231328
loss:  942.7056202687554
loss:  913.0797922774408
loss:  881.5463696175282
loss:  877.6956982185768
loss:  936.4934044922508
loss:  937.6512201881757
loss:  906.4846385832635
loss:  877.8807796173915
loss:  941.4197983486612
loss:  941.5009677385375
loss:  941.6632459472988
loss:  936.7565443161984
loss:  941.4840765447465
loss:  929.8768560456756
loss:  937.0910494699733
loss:  937.6920752001995
loss:  940.3049438277474
loss:  880.8663403626352
loss:  917.0969220955134
loss:  943.1657859804355
loss:  936.2298326455358
loss:  940.9125305956868
loss:  939.2955302692325
loss:  914.2739253770591
loss:  885.8489157831638
loss:  941.4536326097862
loss:  941.5502064692458
loss:  878.7256040350712
loss:  940.4577787657322
loss:  940.6718505350342
loss:  939.7165889076088
loss:  935.8966807589377
loss:  941.5272540729651
loss:  911.9363887139375
loss:  916.5143106728145
loss:  942.1402746605331
loss:  914.2815140684606
loss:  937.7663398911602
loss:  937.8731463970794
loss:  940.7055928130885
loss:  941.2233697632284
loss:  941.5226101411802
loss:  928.225700345803
loss:  941.0063802458417
loss:  899.8369094996505
loss:  932.9972117123149
loss:  941.5508386875375
loss:  920.6103865023689
loss:  941.5353704442646
loss:  941.3206708114898
loss:  944.1909057743172
loss:  936.379833526794
loss:  940.0493168321173
loss:  886.0190092554758
loss:  937.6466449097929
loss:  936.6373955459121
loss:  935.6137771044259
loss:  940.8181475904729
loss:  940.94678042855
loss:  935.3732313282013
loss:  941.4476957698625
loss:  933.041541508619
loss:  931.4986649683968
loss:  935.4112720208756
loss:  907.4420925628071
loss:  916.9239026456629
loss:  939.9827059546294
loss:  944.1614716496633
loss:  941.4791110410847
loss:  938.6343738170427
loss:  930.5399712172425
loss:  935.3064288965928
loss:  927.0369481573637
loss:  927.6319870298112
loss:  930.2710381290343
loss:  944.6678231836039
loss:  887.6469076583505
loss:  941.5387223893226
loss:  935.7218252007716
loss:  888.4016319148193
loss:  939.242561322764
loss:  936.3976634918519
loss:  913.4399919658397
loss:  933.8360747924644
loss:  940.1429914211546
loss:  940.4659000006794
loss:  935.2078594165553
loss:  936.3825388710283
loss:  933.7129718928827
loss:  941.7697659806639
loss:  940.9034737041177
loss:  931.936962432702
loss:  917.449990449764
loss:  943.6633531791473
loss:  936.1565931599272
loss:  912.2721548345669
loss:  934.9945161414555
loss:  938.368724295555
loss:  936.3427349966621
loss:  938.9820163125642
loss:  936.3547328418317
loss:  933.7629717510937
loss:  940.8611392926264
loss:  940.3556408517023
loss:  927.6281184715609
loss:  920.4099786889478
loss:  941.3107802841562
loss:  938.1120801602942
loss:  881.9850209648561
loss:  940.0978844639678
loss:  930.3137229514424
loss:  915.1642478777839
loss:  942.317474342893
loss:  938.0627513478672
loss:  942.5412458283215
loss:  916.9662273025311
loss:  940.1205695228147
loss:  896.7315853215327
loss:  938.9547726127498
loss:  937.7450564419667
loss:  914.5738839782805
loss:  940.0588788516019
loss:  921.1919318398918
loss:  933.7525736679265
loss:  934.8516835913729
loss:  921.1851969291491
loss:  941.1601977041481
loss:  937.3415421554975
loss:  938.4500700847545
loss:  915.24377334705
loss:  930.3996831754351
loss:  937.7274994669516
loss:  935.4262757006438
loss:  936.3929075013003
loss:  936.7737738716577
loss:  921.980203580871
loss:  907.0830326892637
loss:  940.1382014290527
loss:  878.2922709132762
loss:  941.4591598069306
loss:  936.8622703027831
loss:  934.9429360436598
loss:  931.6992509733021
loss:  935.3812024816128
loss:  939.2478631928797
loss:  920.0491108921403
loss:  914.9112516845108
loss:  921.7295426480191
loss:  941.2605474307314
loss:  939.4883621445534
loss:  933.1748204469664
loss:  930.1770916985847
loss:  936.6594066271244
loss:  917.1012108245902
loss:  886.1107565843137
loss:  941.4997763912096
loss:  937.7159020455776
loss:  941.3100543478986
loss:  917.4575500046079
loss:  878.6118917368161
loss:  941.7256462666062
loss:  911.459244845258
loss:  925.1044928939803
loss:  881.1850420894903
loss:  940.3463224223536
loss:  927.0400601525976
loss:  941.3435982149755
loss:  908.0456282020039
loss:  938.3508273472901
loss:  937.3051841656071
loss:  936.4015911630424
loss:  940.7103426356568
loss:  941.3075611148388
loss:  936.8707622488237
loss:  911.5841305603724
loss:  935.3152859810525
loss:  937.2727044246232
loss:  936.8555405809988
loss:  888.2594934148159
loss:  902.1659498555025
loss:  933.1720565059677
loss:  933.1689544576461
loss:  942.8074509563963
loss:  940.8259262822351
loss:  938.9572380733069
loss:  924.6220313651246
loss:  923.7338004900583
loss:  938.7583608556987
loss:  928.219683686798
loss:  942.7636576399315
loss:  935.9073167232223
loss:  941.1712214033438
loss:  942.7201832987279
loss:  945.106807695533
loss:  932.9116138081114
loss:  910.8524200604807
loss:  945.0580788185795
loss:  918.8058079999331
loss:  923.2846696449684
loss:  938.9269084628816
loss:  907.211417581913
loss:  939.5733509165357
loss:  939.3795733170459
loss:  917.3989475688214
loss:  944.1732231520291
loss:  941.302415395904
loss:  941.3197452681643
loss:  907.7579712140677
loss:  877.1689802170763
loss:  940.2055555236661
loss:  881.8016816965456
loss:  937.7250016508937
loss:  940.5377525826893
loss:  942.5347268915784
loss:  941.9467920089055
loss:  917.5791727399247
loss:  917.6395859606978
loss:  940.510478570939
loss:  884.2474773971152
loss:  884.072194866417
loss:  919.7754822926639
loss:  942.2290343048883
loss:  939.2667390605636
loss:  903.164177450364
loss:  909.8836661233275
loss:  939.9182022461822
loss:  916.956448444168
loss:  932.6322401278042
loss:  883.9957893756932
loss:  917.6135994545699
loss:  917.6651664696533
loss:  940.3210464233134
loss:  922.2180261833967
loss:  936.1241473195678
loss:  937.6369760389281
loss:  935.4824197950613
loss:  935.3205619376831
loss:  877.3937888933636
loss:  938.0529437961794
loss:  909.8250027627668
loss:  935.199289707864
loss:  942.4327397802082
loss:  910.8141079742205
loss:  920.097778006178
loss:  879.5162185440379
loss:  899.002498277715
loss:  927.5014186143478
loss:  938.5628158982821
loss:  917.2304554369443
loss:  939.280686975321
loss:  884.1173148506208
loss:  938.9276235766582
loss:  939.8197034818361
loss:  912.045483425791
loss:  938.7145713076262
loss:  939.5342345782594
loss:  937.8856087248456
loss:  921.4079258159409
loss:  939.2533903474193
loss:  931.0251807713315
loss:  879.1630153332741
loss:  939.218939878341
loss:  926.552751010859
loss:  940.8990443182661
loss:  939.1781062823951
loss:  936.9985903764459
loss:  942.0468906434913
loss:  934.3060207742186
loss:  922.3907219801058
loss:  923.5956456566614
loss:  899.5853879853978
loss:  931.9307587067456
loss:  878.3291175152107
loss:  908.5900408573077
loss:  932.6671383216939
loss:  913.0098477376031
loss:  942.1249831203314
loss:  931.4972953324326
loss:  915.2596407238956
loss:  911.044326636744
loss:  928.669198076402
loss:  937.880784531247
loss:  938.1389265476056
loss:  930.1348182161618
loss:  942.8523415326382
loss:  937.4345946545119
loss:  921.7139560632614
loss:  941.5560749946181
loss:  939.8095220396589
loss:  942.8050898735986
loss:  910.7511961254145
loss:  940.9071492610085
loss:  930.8172586798355
loss:  936.1948168131797
loss:  924.7489606658638
loss:  935.1941960620798
loss:  931.9040571650098
loss:  941.2768870048315
loss:  941.1491540205984
loss:  934.3614849938589
loss:  939.7487007009905
loss:  937.1700738099622
loss:  940.2210984306843
loss:  912.1041798826625
loss:  940.4816435889055
loss:  940.189556596342
loss:  887.8748344266417
loss:  911.0252338711471
loss:  943.2916531294351
loss:  907.9130941214379
loss:  929.9997567573213
loss:  939.8039573365121
loss:  939.8224367830464
loss:  938.6676069799735
loss:  907.7694759973064
loss:  938.4766575086231
loss:  940.6218597571141
loss:  913.1403389790609
loss:  939.3076070878692
loss:  884.1760730368368
loss:  933.1503702393758
loss:  936.9616143676903
loss:  935.7638125777983
loss:  900.7208357992537
loss:  937.0804798915045
loss:  878.6671358842802
loss:  936.7332792111703
loss:  932.0259806327067
loss:  938.8509632179553
loss:  936.7403871780358
loss:  934.8405727509764
loss:  881.6625664698212
loss:  933.2178282095194
loss:  926.6662468223158
loss:  942.0966749263685
loss:  939.9215525473018
loss:  880.283785805249
loss:  914.1321552691528
loss:  934.3061766501177
loss:  938.8071450533854
loss:  937.5122801203358
loss:  935.2690322743907
loss:  939.6138861143968
loss:  913.7310786003993
loss:  940.2259532076331
loss:  940.4285892337411
loss:  934.2901395896888
loss:  934.3499204992983
loss:  933.476582138615
loss:  890.8526287296476
loss:  877.6335948353397
loss:  901.6654645887368
loss:  939.964345540688
loss:  911.0176820238752
loss:  939.8003357834857
loss:  911.4434671926725
loss:  936.1908881728706
loss:  900.7297944725353
loss:  911.6017364918827
loss:  940.4885032292456
loss:  910.7740935613264
loss:  932.6515460065127
loss:  941.4524839707814
loss:  936.9514754173402
loss:  920.654608522624
loss:  902.1962572559646
loss:  924.5925456348418
