iter:  1000.0 , lambda:  1 , alpha:  0.4444444444444444 , kernel: rbf method:  cobyla , catol:  0.0001 batches:  100
x_init:  [1.98700040e-05 7.23014904e-04 4.41146572e-04 ... 2.34425303e-04
 4.69572809e-04 2.67414815e-04]
loss:  878.626860527011
loss:  938.4774865954691
loss:  937.1785547438212
loss:  940.4672909738349
loss:  930.5817657477276
loss:  935.5423679660938
loss:  944.432143016414
loss:  945.4316638696667
loss:  904.6120426355449
loss:  879.4238880896644
loss:  944.1944726881081
loss:  879.5471183423704
loss:  945.197073711668
loss:  931.6330788756336
loss:  925.3201227088967
loss:  940.0217229271141
loss:  908.850744629258
loss:  945.064670189807
loss:  941.7331032845924
loss:  946.175706221133
loss:  942.0725916327458
loss:  944.1593358970686
loss:  880.7329618658907
loss:  878.18635273202
loss:  942.5232655463626
loss:  944.274368682089
loss:  904.8100931225982
loss:  939.4341827428498
loss:  904.1526483117212
loss:  944.0279703388132
loss:  929.7526113687769
loss:  931.8194458001955
loss:  938.8516795387737
loss:  934.5870878724112
loss:  929.6117659571765
loss:  887.1458916822645
loss:  879.0853828549579
loss:  935.2205826851603
loss:  897.0740739367031
loss:  942.8080366152165
loss:  885.2701693627653
loss:  943.6410621446356
loss:  924.3746321483885
loss:  932.0291815775039
loss:  947.293540827769
loss:  944.0966288687442
loss:  940.9924156772312
loss:  934.0354605873321
loss:  941.0403465931531
loss:  922.1996555028965
loss:  940.3188211305327
loss:  944.5343796915215
loss:  940.799558469757
loss:  941.4351886402856
loss:  914.2521832131156
loss:  897.1885434717015
loss:  879.6764977328461
loss:  938.9816486723279
loss:  943.1680735085807
loss:  945.340897827342
loss:  915.7044301874485
loss:  882.4560694178551
loss:  878.520275485735
loss:  939.1831246868433
loss:  940.3211039398394
loss:  903.5608429178869
loss:  878.5995218581504
loss:  944.0970191159888
loss:  944.1799610006751
loss:  944.3445260616915
loss:  939.4371333762647
loss:  944.1631451868074
loss:  932.5301288200908
loss:  939.7634995497333
loss:  940.3500710228727
loss:  942.9596207958008
loss:  881.763353593744
loss:  914.1250792247905
loss:  945.7661855770467
loss:  938.7547322125718
loss:  943.593337100852
loss:  941.9811569369549
loss:  911.2960581752436
loss:  886.960912268112
loss:  944.1356624797885
loss:  944.2307505171584
loss:  879.4137765308652
loss:  943.124918653211
loss:  943.3532236609517
loss:  942.3916487835526
loss:  938.5464283052388
loss:  944.2091411587871
loss:  908.9675722863024
loss:  913.5375357131077
loss:  944.8004442547315
loss:  911.3035111761259
loss:  940.4239257936945
loss:  940.556235094439
loss:  943.3780187324375
loss:  943.8962193133567
loss:  944.1617963057471
loss:  930.8706473601547
loss:  943.6816998275062
loss:  896.9423969938302
loss:  935.6446677735893
loss:  944.2305718611645
loss:  923.2468231368641
loss:  944.1961235906635
loss:  944.002324987161
loss:  946.8584755802108
loss:  939.0067511657925
loss:  942.7189875454158
loss:  887.1325053409678
loss:  940.3033695686245
loss:  939.2531439024759
loss:  938.2958702229641
loss:  943.4923481421939
loss:  943.6035646175246
loss:  938.019422671992
loss:  944.1297294783523
loss:  935.693591965205
loss:  934.1435577404422
loss:  938.101661267982
loss:  904.5311079136824
loss:  919.5535926366816
loss:  942.6619945661938
loss:  946.8258940360209
loss:  944.1582418383322
loss:  941.2960709563333
loss:  932.9520469586843
loss:  937.9532047577119
loss:  929.6761449236219
loss:  930.2742347920191
loss:  932.9420999511452
loss:  947.3068085688429
loss:  888.774091324262
loss:  944.2182805835916
loss:  938.2097050473487
loss:  889.5312003914321
loss:  941.9081825835574
loss:  939.0495645475473
loss:  910.4643604015916
loss:  936.4754500582726
loss:  942.8132084885435
loss:  943.0412878054166
loss:  937.8539046469967
loss:  939.0723507716115
loss:  936.3428816917992
loss:  944.4386145846709
loss:  943.5850748675836
loss:  934.6202327242818
loss:  914.4858960476323
loss:  946.3304612976632
loss:  938.8415445375905
loss:  909.3025121016478
loss:  937.6500369422231
loss:  940.9986988959486
loss:  938.981852760847
loss:  941.6452568511772
loss:  938.8986502844183
loss:  936.4026570489158
loss:  943.534491033418
loss:  943.0352944249229
loss:  930.2702624385138
loss:  923.0481393897501
loss:  943.9880031822389
loss:  940.7890900398223
loss:  882.8892520178724
loss:  942.7678089451513
loss:  932.9530302541355
loss:  917.797007710245
loss:  944.9943817168015
loss:  940.7224227559025
loss:  945.2155418636049
loss:  913.9923370947863
loss:  942.7906126770591
loss:  893.872125795596
loss:  941.6178656625796
loss:  940.4033912462946
loss:  911.5989338629453
loss:  942.7284641362879
loss:  923.8314922907527
loss:  936.3923392863603
loss:  937.5069962201559
loss:  923.8247626923426
loss:  943.8404098147516
loss:  939.9973869785043
loss:  941.1115950963854
loss:  912.2671897912898
loss:  933.0553574429733
loss:  940.3857165716365
loss:  938.0728224054263
loss:  939.0448148610152
loss:  939.3653811363737
loss:  924.6179576298966
loss:  904.1497951066175
loss:  942.8073872822495
loss:  878.9359229032931
loss:  944.1394151553691
loss:  939.5164687057727
loss:  937.5872338913208
loss:  934.3504413988791
loss:  938.0286154321093
loss:  941.9134197316625
loss:  922.6972077418542
loss:  911.9346301899462
loss:  924.3722653842249
loss:  943.9365247861609
loss:  942.0929140438233
loss:  935.8116615854731
loss:  932.8369890020483
loss:  939.295952132347
loss:  914.1342355314218
loss:  886.3279443738267
loss:  944.1776579670139
loss:  940.3742504609696
loss:  943.9863603356106
loss:  914.5134018235763
loss:  879.3261817854112
loss:  944.4060996968836
loss:  908.4919044054334
loss:  927.7604459025893
loss:  881.6840035080414
loss:  943.0259707875823
loss:  929.679217728948
loss:  944.0257854456341
loss:  905.0973714784342
loss:  941.0291854990381
loss:  939.9728060143252
loss:  939.053494328957
loss:  943.3888885305148
loss:  943.9893280654687
loss:  939.5248837079665
loss:  914.1988472573506
loss:  937.9620261872866
loss:  939.9282004872423
loss:  939.5097343005239
loss:  889.387811760308
loss:  899.2775258010399
loss:  935.8089268821607
loss:  935.8058210505627
loss:  945.4749995759354
loss:  943.5000626716852
loss:  941.5600949827259
loss:  927.2641822901886
loss:  926.3868686288961
loss:  941.4318009855374
loss:  930.8648117844143
loss:  945.3859362811332
loss:  938.5570357725119
loss:  943.8475724677662
loss:  945.3813226324137
loss:  947.7426037859376
loss:  935.5957573961389
loss:  907.8898875126897
loss:  947.6934770884192
loss:  921.4439520805191
loss:  925.919948985505
loss:  941.6094012029816
loss:  904.3053546719984
loss:  942.2405355265372
loss:  942.0417221974067
loss:  914.4359673651712
loss:  946.8174224592121
loss:  943.97972094157
loss:  944.0018242602703
loss:  904.8106955075777
loss:  877.9460155037741
loss:  942.8680965378563
loss:  882.6707602110364
loss:  940.3737544599462
loss:  943.1676132941267
loss:  945.1918027256447
loss:  944.6069021301454
loss:  914.6406908517818
loss:  914.7041836738852
loss:  943.1771250440642
loss:  885.1071207665848
loss:  884.9325516832625
loss:  916.8381234543967
loss:  944.8853711074953
loss:  941.9235116788118
loss:  900.3083403118196
loss:  906.9512785901006
loss:  942.5787912934358
loss:  914.0054154952356
loss:  935.2561844152215
loss:  884.8560446718267
loss:  920.2410783296428
loss:  914.7479219120688
loss:  942.9846056733388
loss:  924.8530264402864
loss:  938.7648510835994
loss:  940.3030059540487
loss:  938.10401465226
loss:  937.9923001900681
loss:  878.1223942314817
loss:  940.576731678526
loss:  906.893666177517
loss:  937.8356284800774
loss:  945.057112509198
loss:  907.8887748539098
loss:  922.7208435005955
loss:  880.1839013504346
loss:  896.2567041735091
loss:  930.1646219296155
loss:  941.2149197778007
loss:  914.2844903792201
loss:  941.9375283079416
loss:  884.977328613692
loss:  941.5910945098406
loss:  942.4858665815503
loss:  909.1015290466664
loss:  941.3681314982783
loss:  942.1924520472955
loss:  940.5344267636966
loss:  924.0608821839356
loss:  941.8924654696094
loss:  933.6400244708221
loss:  880.0137229654946
loss:  941.8824546408481
loss:  929.1791126421776
loss:  943.5466898255204
loss:  941.8436791462045
loss:  939.6435354026639
loss:  944.7028699248991
loss:  936.9381407038642
loss:  925.033477039265
loss:  926.2376008506311
loss:  896.7203046323646
loss:  934.6036372685145
loss:  878.9348597397377
loss:  905.6696918383842
loss:  935.2914135231937
loss:  915.6122013370037
loss:  944.7817213567356
loss:  934.1322339385687
loss:  917.89238142414
loss:  908.1046285860513
loss:  931.3061603731351
loss:  940.4674933581111
loss:  940.7898413242692
loss:  932.5271185465807
loss:  945.4948702948928
loss:  940.0819600214553
loss:  924.3460284333205
loss:  944.1911551009644
loss:  942.4694532902786
loss:  945.4542460520574
loss:  913.3463488696603
loss:  943.5036140148605
loss:  933.4323550672278
loss:  938.8361325962007
loss:  927.4094184970337
loss:  937.8299007174163
loss:  934.5241615215645
loss:  943.9142705805466
loss:  943.8064831929532
